Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,FBI Code,X Coordinate,Y Coordinate,Year,Location
01/01/2017 01:17:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,614,15,nan,nan,2017,nan
01/01/2017 12:10:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,614,14,nan,nan,2017,nan
01/01/2017 12:40:00 AM,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,True,True,411,20,nan,nan,2017,nan
01/01/2017 01:04:00 AM,BATTERY,AGGRAVATED: HANDGUN,ALLEY,False,False,2514,04B,nan,nan,2017,nan
01/01/2017 01:44:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,932,15,nan,nan,2017,nan
01/01/2017 02:40:00 AM,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1924,08B,nan,nan,2017,nan
01/01/2017 01:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1622,08B,nan,nan,2017,nan
01/01/2017 03:20:00 AM,BATTERY,SIMPLE,OTHER,False,False,1925,08B,nan,nan,2017,nan
01/01/2017 02:20:00 AM,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1221,03,nan,nan,2017,nan
01/01/2017 12:48:00 AM,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,POLICE FACILITY/VEH PARKING LOT,False,False,1024,24,nan,nan,2017,nan
01/01/2017 12:38:00 AM,OTHER OFFENSE,LICENSE VIOLATION,BAR OR TAVERN,False,False,224,26,nan,nan,2017,nan
01/01/2017 02:36:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,1132,08B,nan,nan,2017,nan
01/01/2017 03:23:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1112,14,nan,nan,2017,nan
01/01/2017 02:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1523,08B,nan,nan,2017,nan
01/01/2017 01:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1034,08B,nan,nan,2017,nan
01/01/2017 01:45:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,True,False,1911,14,nan,nan,2017,nan
01/01/2017 01:41:00 AM,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,1225,04B,nan,nan,2017,nan
01/01/2017 02:35:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,1612,08B,nan,nan,2017,nan
01/01/2017 03:28:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,823,08B,nan,nan,2017,nan
01/01/2017 12:20:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,813,08B,nan,nan,2017,nan
01/01/2017 01:10:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,False,True,1132,04B,nan,nan,2017,nan
01/01/2017 01:30:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,True,True,925,04B,nan,nan,2017,nan
01/01/2017 01:30:00 AM,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1831,06,nan,nan,2017,nan
01/01/2017 02:30:00 AM,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1831,06,nan,nan,2017,nan
01/01/2017 02:30:00 AM,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1824,06,nan,nan,2017,nan
01/01/2017 04:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,1723,08B,nan,nan,2017,nan
01/01/2017 02:16:00 AM,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,2213,04B,nan,nan,2017,nan
01/01/2017 03:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1713,08B,nan,nan,2017,nan
01/01/2017 12:30:00 AM,BATTERY,SIMPLE,TAXICAB,False,False,1723,08B,nan,nan,2017,nan
01/01/2017 02:20:00 AM,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,731,04B,nan,nan,2017,nan
01/01/2017 02:46:00 AM,BATTERY,SIMPLE,RESIDENCE,False,False,715,08B,nan,nan,2017,nan
01/01/2017 03:00:00 AM,ROBBERY,ARMED: HANDGUN,STREET,False,False,1215,03,nan,nan,2017,nan
01/01/2017 03:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2031,08B,nan,nan,2017,nan
01/01/2017 03:30:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,False,True,231,04B,nan,nan,2017,nan
01/01/2017 02:17:00 AM,BATTERY,SIMPLE,STREET,True,False,1831,08B,nan,nan,2017,nan
01/01/2017 02:28:00 AM,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,True,False,1834,26,nan,nan,2017,nan
01/01/2017 02:33:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,SIDEWALK,True,False,1834,15,nan,nan,2017,nan
01/01/2017 04:10:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,735,14,nan,nan,2017,nan
01/01/2017 03:01:00 AM,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,312,08B,nan,nan,2017,nan
01/01/2017 02:59:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,2222,08B,nan,nan,2017,nan
01/01/2017 02:42:00 AM,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESTAURANT,False,False,324,05,nan,nan,2017,nan
01/01/2017 04:21:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,431,08B,nan,nan,2017,nan
01/01/2017 02:59:00 AM,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1713,05,nan,nan,2017,nan
01/01/2017 02:39:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,False,823,08B,nan,nan,2017,nan
01/01/2017 02:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1624,08B,nan,nan,2017,nan
01/01/2017 02:02:00 AM,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,False,False,215,04B,nan,nan,2017,nan
01/01/2017 03:49:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1121,08B,nan,nan,2017,nan
01/01/2017 02:43:00 AM,ROBBERY,AGGRAVATED,SIDEWALK,False,False,523,03,nan,nan,2017,nan
01/01/2017 04:12:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,613,08B,nan,nan,2017,nan
01/01/2017 04:45:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,632,14,nan,nan,2017,nan
01/01/2017 01:06:00 AM,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,True,False,2211,08B,nan,nan,2017,nan
01/01/2017 02:38:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,513,08B,nan,nan,2017,nan
01/01/2017 04:40:00 AM,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,2413,03,nan,nan,2017,nan
01/01/2017 02:34:00 AM,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,False,False,2223,04B,nan,nan,2017,nan
01/01/2017 03:50:00 AM,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,2413,03,nan,nan,2017,nan
01/01/2017 02:43:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,True,True,422,04B,nan,nan,2017,nan
01/01/2017 03:45:00 AM,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,311,04B,nan,nan,2017,nan
01/01/2017 04:10:00 AM,BATTERY,SIMPLE,STREET,False,False,1831,08B,nan,nan,2017,nan
01/01/2017 03:30:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1834,14,nan,nan,2017,nan
01/01/2017 02:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1925,08B,nan,nan,2017,nan
01/01/2017 03:20:00 AM,PUBLIC PEACE VIOLATION,OTHER VIOLATION,PARKING LOT/GARAGE(NON.RESID.),True,False,623,26,nan,nan,2017,nan
01/01/2017 04:59:00 AM,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1831,08B,nan,nan,2017,nan
01/01/2017 02:39:00 AM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,True,True,822,04A,nan,nan,2017,nan
01/01/2017 04:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,313,08B,nan,nan,2017,nan
01/01/2017 04:35:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,612,08B,nan,nan,2017,nan
01/01/2017 12:01:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,314,14,nan,nan,2017,nan
01/01/2017 03:46:00 AM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,314,26,nan,nan,2017,nan
01/01/2017 04:30:00 AM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,223,26,nan,nan,2017,nan
01/01/2017 04:00:00 AM,BATTERY,SIMPLE,RESIDENCE,False,False,324,08B,nan,nan,2017,nan
01/01/2017 04:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,DRIVEWAY - RESIDENTIAL,False,True,2525,08B,nan,nan,2017,nan
01/01/2017 01:10:00 AM,BATTERY,SIMPLE,STREET,False,False,1422,08B,nan,nan,2017,nan
01/01/2017 01:19:00 AM,BATTERY,SIMPLE,SIDEWALK,False,False,1424,08B,nan,nan,2017,nan
01/01/2017 05:10:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2534,08B,nan,nan,2017,nan
01/01/2017 12:30:00 AM,BATTERY,SIMPLE,RESTAURANT,False,False,1831,08B,nan,nan,2017,nan
01/01/2017 04:15:00 AM,BATTERY,SIMPLE,OTHER,True,False,1831,08B,nan,nan,2017,nan
01/01/2017 05:35:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,613,14,nan,nan,2017,nan
01/01/2017 04:35:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1132,08B,nan,nan,2017,nan
01/01/2017 03:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,633,08B,nan,nan,2017,nan
01/01/2017 05:00:00 AM,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,632,03,nan,nan,2017,nan
01/01/2017 05:15:00 AM,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),True,False,2512,08B,nan,nan,2017,nan
01/01/2017 06:00:00 AM,PUBLIC PEACE VIOLATION,BOMB THREAT,RESIDENCE,False,False,1132,26,nan,nan,2017,nan
01/01/2017 06:00:00 AM,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,False,1022,06,nan,nan,2017,nan
01/01/2017 05:57:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,813,14,nan,nan,2017,nan
01/01/2017 05:20:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1023,08B,nan,nan,2017,nan
01/01/2017 12:01:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,522,14,nan,nan,2017,nan
01/01/2017 04:30:00 AM,THEFT,OVER $500,STREET,False,False,1424,06,nan,nan,2017,nan
01/01/2017 05:20:00 AM,BATTERY,AGGRAVATED: HANDGUN,APARTMENT,False,False,933,04B,nan,nan,2017,nan
01/01/2017 06:24:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1434,08B,nan,nan,2017,nan
01/01/2017 03:05:00 AM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,1412,26,nan,nan,2017,nan
01/01/2017 06:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1633,08B,nan,nan,2017,nan
01/01/2017 03:20:00 AM,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,False,False,1834,03,nan,nan,2017,nan
01/01/2017 04:27:00 AM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,False,False,1812,04A,nan,nan,2017,nan
01/01/2017 05:15:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1014,08B,nan,nan,2017,nan
01/01/2017 05:27:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,False,True,1011,04B,nan,nan,2017,nan
01/01/2017 02:10:00 AM,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,212,04B,nan,nan,2017,nan
01/01/2017 01:34:00 AM,BATTERY,SIMPLE,APARTMENT,False,False,1713,08B,nan,nan,2017,nan
01/01/2017 12:45:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,1923,02,nan,nan,2017,nan
01/01/2017 02:45:00 AM,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1712,03,nan,nan,2017,nan
01/01/2017 06:10:00 AM,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,True,False,1111,14,nan,nan,2017,nan
01/01/2017 05:50:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1132,08B,nan,nan,2017,nan
01/01/2017 12:30:00 AM,THEFT,POCKET-PICKING,BAR OR TAVERN,False,False,1414,06,nan,nan,2017,nan
01/01/2017 03:00:00 AM,BATTERY,SIMPLE,APARTMENT,False,False,1423,08B,nan,nan,2017,nan
01/01/2017 05:27:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,622,08B,nan,nan,2017,nan
01/01/2017 05:20:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,612,08B,nan,nan,2017,nan
01/01/2017 04:40:00 AM,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,False,False,2233,04A,nan,nan,2017,nan
01/01/2017 07:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,False,True,221,08B,nan,nan,2017,nan
01/01/2017 02:14:00 AM,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,STREET,False,False,523,04A,nan,nan,2017,nan
01/01/2017 03:19:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1522,18,nan,nan,2017,nan
01/01/2017 03:46:00 AM,BATTERY,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),False,False,2212,04B,nan,nan,2017,nan
01/01/2017 09:05:00 AM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,False,False,821,26,nan,nan,2017,nan
01/01/2017 09:00:00 AM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,True,True,1731,04A,nan,nan,2017,nan
01/01/2017 01:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1713,08B,nan,nan,2017,nan
01/01/2017 07:39:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,324,14,nan,nan,2017,nan
01/01/2017 04:30:00 AM,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True,933,20,nan,nan,2017,nan
01/01/2017 09:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,924,08B,nan,nan,2017,nan
01/01/2017 09:50:00 AM,ASSAULT,SIMPLE,RESIDENCE,False,False,1032,08A,nan,nan,2017,nan
01/01/2017 07:20:00 AM,BATTERY,SIMPLE,RESIDENCE,False,False,921,08B,nan,nan,2017,nan
01/01/2017 10:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1531,14,nan,nan,2017,nan
01/01/2017 07:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1913,08B,nan,nan,2017,nan
01/01/2017 06:00:00 AM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,True,False,1925,11,nan,nan,2017,nan
01/01/2017 03:00:00 AM,THEFT,OVER $500,RESIDENCE,False,True,612,06,nan,nan,2017,nan
01/01/2017 08:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,524,14,nan,nan,2017,nan
01/01/2017 12:05:00 AM,BATTERY,SIMPLE,RESIDENCE,False,False,512,08B,nan,nan,2017,nan
01/01/2017 06:10:00 AM,THEFT,OVER $500,APARTMENT,False,True,533,06,nan,nan,2017,nan
01/01/2017 01:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,923,14,nan,nan,2017,nan
01/01/2017 09:25:00 AM,ASSAULT,SIMPLE,APARTMENT,False,True,513,08A,nan,nan,2017,nan
01/01/2017 09:15:00 AM,THEFT,$500 AND UNDER,RESIDENCE,False,True,512,06,nan,nan,2017,nan
01/01/2017 07:00:00 AM,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,True,False,433,18,nan,nan,2017,nan
01/01/2017 09:25:00 AM,ROBBERY,AGGRAVATED,STREET,False,False,1121,03,nan,nan,2017,nan
01/01/2017 09:55:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1221,08B,nan,nan,2017,nan
01/01/2017 09:30:00 AM,NARCOTICS,FOUND SUSPECT NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),True,False,133,18,nan,nan,2017,nan
01/01/2017 10:06:00 AM,BATTERY,SIMPLE,STREET,True,False,1423,08B,nan,nan,2017,nan
01/01/2017 08:05:00 AM,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1221,03,nan,nan,2017,nan
01/01/2017 12:30:00 AM,THEFT,OVER $500,BAR OR TAVERN,False,False,1831,06,nan,nan,2017,nan
01/01/2017 02:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1712,14,nan,nan,2017,nan
01/01/2017 03:00:00 AM,THEFT,OVER $500,STREET,False,False,214,06,nan,nan,2017,nan
01/01/2017 08:54:00 AM,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1014,05,nan,nan,2017,nan
01/01/2017 03:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,1022,14,nan,nan,2017,nan
01/01/2017 08:00:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,632,26,nan,nan,2017,nan
01/01/2017 09:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,1632,07,nan,nan,2017,nan
01/01/2017 09:30:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,412,26,nan,nan,2017,nan
01/01/2017 10:00:00 AM,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,2032,06,nan,nan,2017,nan
01/01/2017 03:30:00 AM,THEFT,OVER $500,STREET,False,False,1031,06,nan,nan,2017,nan
01/01/2017 08:30:00 AM,CRIMINAL TRESPASS,TO VEHICLE,SIDEWALK,True,False,1633,26,nan,nan,2017,nan
01/01/2017 11:15:00 AM,THEFT,FROM BUILDING,RESIDENCE,False,True,2232,06,nan,nan,2017,nan
01/01/2017 11:00:00 AM,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,False,True,2212,20,nan,nan,2017,nan
01/01/2017 09:30:00 AM,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,True,735,04B,nan,nan,2017,nan
01/01/2017 08:10:00 AM,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,True,835,14,nan,nan,2017,nan
01/01/2017 03:20:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,False,True,1214,04B,nan,nan,2017,nan
01/01/2017 10:20:00 AM,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,733,03,nan,nan,2017,nan
01/01/2017 09:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,823,08B,nan,nan,2017,nan
01/01/2017 10:05:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,834,08B,nan,nan,2017,nan
01/01/2017 10:40:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,821,08B,nan,nan,2017,nan
01/01/2017 11:15:00 AM,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,True,312,14,nan,nan,2017,nan
01/01/2017 01:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1212,14,nan,nan,2017,nan
01/01/2017 10:30:00 AM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,1413,04A,nan,nan,2017,nan
01/01/2017 11:30:00 AM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,False,False,423,11,nan,nan,2017,nan
01/01/2017 10:00:00 AM,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,False,False,433,26,nan,nan,2017,nan
01/01/2017 11:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,False,2522,14,nan,nan,2017,nan
